Digit,euler,Area,Perimetro,xm,ym,xx,yy,xy,red,green,blue
5,1,1100,397,114.36818181818182,74.75090909090909,328.021714876033,863.761590082645,-64.32374380165311,0.08363636363636363,0.21272727272727274,0.21727272727272728
5,1,1299,475,813.0200153964588,79.71593533487298,889.5253884524573,862.2079908687974,-275.96737053018296,0.1724403387220939,0.15242494226327943,0.1601231716705158
5,1,1067,366,263.572633552015,79.24742268041237,278.50714236148633,787.055932907565,-174.42097025092153,0.14432989690721648,0.016869728209934397,0.2352389878163074
5,1,1335,469,588.263670411985,89.88239700374533,443.8420884007355,1097.6543343292778,-67.25887920997775,0.04269662921348315,0.050187265917602995,0.000749063670411985
5,1,1193,410,401.81559094719194,88.83151718357082,336.3532523121394,903.9959220066212,-15.355462044943124,0.20033528918692373,0.15423302598491198,0.057837384744341996
5,1,1114,384,190.4605026929982,188.62477558348294,196.04736276345648,1094.8969086121142,80.74280980760523,0.1059245960502693,0.06732495511669659,0.19030520646319568
5,1,1131,414,922.604774535809,189.15119363395226,335.1302689809818,934.2485816875196,43.12164770500385,0.08134394341290893,0.1786030061892131,0.16799292661361626
5,1,940,328,336.8244680851064,193.89468085106384,203.80642258940497,625.9750780896284,28.910236532363342,0.007446808510638298,0.225531914893617,0.225531914893617
5,1,938,316,690.9328358208955,195.9861407249467,157.0157448365353,617.7492748714576,60.92444228750537,0.208955223880597,0.03837953091684435,0.08742004264392324
5,1,1233,415,500.6244931062449,202.26520681265208,314.39995158815873,765.0496977877119,-27.966917474244838,0.11192214111922141,0.1273317112733171,0.013787510137875101
5,1,1654,597,67.02055622732769,304.1837968561064,812.0443174657021,1095.7642840119224,-36.91429812158822,0.10096735187424426,0.11185006045949214,0.1124546553808948
5,1,1529,571,602.4159581425769,305.2871157619359,549.1284830747754,1141.2053343234147,33.11209573276574,0.1419228253760628,0.15631131458469588,0.09483322432962721
5,1,1132,437,833.6519434628975,302.59982332155477,378.96896265412215,899.819540604818,-30.141934285580646,0.2226148409893993,0.22438162544169613,0.22438162544169613
5,-1,1772,573,269.6625282167043,310.8160270880361,441.5576703575498,1188.1140094981529,131.34931388185942,0.10045146726862303,0.01636568848758465,0.06320541760722348
5,1,1367,490,416.2457937088515,312.48646671543526,517.4245891103055,1036.1254569379962,108.36323861272831,0.04462326261887344,0.019751280175566936,0.06291148500365765
5,1,1060,399,916.2490566037736,411.3066037735849,239.80212175147608,781.9673148807196,-80.56692773237592,0.048113207547169815,0.20943396226415095,0.22924528301886793
5,1,1119,406,726.3842716711349,422.0688114387846,335.989958160324,635.356301625754,-91.42054416326573,0.1483467381590706,0.07238605898123325,0.07238605898123325
5,0,1138,410,159.8980667838313,437.01318101933214,283.8349523259385,735.7159949777706,-3.2596405990916537,0.0008787346221441124,0.0843585237258348,0.09929701230228472
5,1,1391,456,501.63263838964775,439.9568655643422,378.9254336571612,832.8205693270138,-176.3429487395042,0.08914450035945364,0.04601006470165349,0.04601006470165349
5,1,1103,399,333.0099728014506,437.2139619220308,289.97360861212655,604.719406152668,-52.936857281194534,0.04623753399818677,0.09247506799637353,0.07524932003626474
5,1,1000,367,820.004,556.777,231.18198399990797,634.7732709999545,3.076891999982763,0.194,0.135,0.016
5,1,1012,352,51.390316205533594,563.3320158102766,224.7359931806468,680.4115046322113,-111.12465043977863,0.005928853754940711,0.07213438735177866,0.07213438735177866
5,1,1095,384,254.16803652968036,563.1497716894977,289.2576084735483,607.8442351077101,-74.87448218342615,0.1771689497716895,0.1415525114155251,0.1415525114155251
5,0,1068,393,619.5777153558053,561.066479400749,267.0398404732696,474.12011232454097,-87.39233875495847,0.149812734082397,0.14887640449438203,0.14138576779026218
5,1,1604,533,408.81296758104736,581.3061097256858,730.0148941859952,871.3395886063809,-197.6335206248914,0.07231920199501247,0.06982543640897755,0.1483790523690773
5,1,1307,426,520.168324407039,659.5348125478195,233.70387806463987,1145.4515424858546,-36.091552226862404,0.12471308339709258,0.05891354246365723,0.1369548584544759
5,1,1103,429,908.5711695376247,671.3281958295557,301.699150672066,1093.27034733427,15.196950704790652,0.22212148685403446,0.2230281051677244,0.008159564823209429
5,1,1065,371,731.2169014084507,668.2741784037559,230.72196786350105,913.0797557804035,64.57057726645144,0.0009389671361502347,0.22347417840375586,0.2375586854460094
5,1,1089,398,134.09182736455463,662.2451790633609,365.1008422989398,603.2006769422442,-126.19606786624354,0.22038567493112948,0.16161616161616163,0.16161616161616163
5,1,933,349,307.20150053590567,667.7577706323686,250.9819055726257,457.2875200031558,-16.79041894839611,0.07502679528403002,0.06538049303322616,0.006430868167202572
5,1,1756,575,411.14407744874717,787.868451025057,394.46386583455023,1712.7042210630607,-192.61316521035042,0.0837129840546697,0.10364464692482915,0.08940774487471526
5,1,1330,443,234.47593984962407,782.4075187969925,319.71257900389173,1075.1527254226385,-53.89771383345942,0.009022556390977444,0.08345864661654136,0.07067669172932331
5,1,1069,386,623.7530402245089,782.3012160898036,196.73040469526313,838.6707281749696,-28.268923248222563,0.2048643592142189,0.1646398503274088,0.2011225444340505
5,1,1261,453,52.42505947660587,795.9365582870737,262.51401119789034,1473.750138511532,99.74385785736376,0.0380650277557494,0.14750198255352895,0.14274385408406026
5,1,932,357,836.9399141630902,778.0718884120172,195.23887896258384,712.0538449317683,59.54401904612314,0.24248927038626608,0.24034334763948498,0.18454935622317598
5,1,874,347,917.5675057208238,912.1784897025171,238.68251391605008,563.1214595040074,66.01083421916701,0.003432494279176201,0.04462242562929062,0.04462242562929062
5,1,1682,642,134.461355529132,928.217598097503,756.8133104098633,1094.768346668454,-13.191353224552586,0.1426872770511296,0.11771700356718193,0.11058263971462545
5,1,857,319,745.1423570595099,915.1388564760794,180.20843925175723,416.1919207460014,14.888050770037808,0.2590431738623104,0.026837806301050177,0.12485414235705951
5,1,1194,376,540.464824120603,925.4405360134003,259.2772383694537,768.3854925100459,139.0464845164097,0.14321608040201006,0.18509212730318259,0.18509212730318259
5,1,1123,395,318.7569011576135,926.4657168299199,298.63814248979907,771.504390113987,167.20938619284425,0.15138023152270705,0.1371326803205699,0.14692787177203917
5,1,1007,375,819.9761668321747,1023.4607745779543,267.90211321157403,703.8035755668534,42.217535838950425,0.17477656405163852,0.07149950347567031,0.07149950347567031
5,1,1024,370,612.65625,1029.7861328125,349.8583984375,895.6485967636108,-265.9602355957031,0.2177734375,0.248046875,0.0009765625
5,1,1413,502,40.71903750884643,1068.4168435951876,298.3704585215937,1848.0661564911716,-95.57927324325283,0.038924274593064405,0.04246284501061571,0.13658881811748053
5,1,1036,382,233.8619691119691,1042.3561776061777,236.00507874807954,747.8991992888041,-98.38616467406973,0.03474903474903475,0.03474903474903475,0.03474903474903475
5,1,936,328,417.008547008547,1039.9722222222222,275.2050551537832,549.0334164295346,-165.48373694205657,0.27136752136752135,0.003205128205128205,0.21367521367521367
5,1,1103,391,850.8839528558477,1152.040797824116,282.54682317818515,1213.3265313673764,-99.54286299052183,0.17225747960108795,0.22030825022665457,0.0770625566636446
5,1,1251,446,678.0871302957634,1162.4204636290967,353.270585769671,1401.7640576586127,-222.3028221706627,0.1926458832933653,0.09192645883293366,0.09192645883293366
5,1,1967,746,493.2252160650737,1168.2430096593798,1094.0667154464463,1570.7167470168788,58.26758857187815,0.05287239450940519,0.09150991357397051,0.042704626334519574
5,1,1049,382,316.6415633937083,1179.6615824594853,260.93730012967717,823.3830903458875,-126.27001429483062,0.2163965681601525,0.03813155386081983,0.12106768350810296
5,1,1101,392,140.00181653042688,1193.899182561308,199.68755346679245,951.0897450174671,-57.98437635341543,0.14532243415077203,0.13987284287011809,0.15258855585831063
