Digit,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Euler
0,0.22222222224081634,0.012345679008752613,0.0054869678062577035,0.00021947798754392352,-2.408533327225044e-07,-2.4386443056836373e-05,8.69004208935573e-13,1.0
0,1.2247942386841006,1.402327145672336,0.032644474629057056,0.004239835205034044,-1.7947365469470865e-05,-0.003220826314808133,4.653952950693297e-05,4.0
0,2.875586108568349,5.7562910936391,16.540381813837914,3.944025161213106,7.238123363776751,-0.8529950501814192,-31.02212797316762,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.24999999999454303,0.034722222219999016,6.890657735025843e-17,4.2514139135835246e-17,2.2749391939504813e-33,7.27185236709105e-18,-3.4581682160742233e-34,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.3854166666660603,1.7596571180684526,0.025024412569543165,0.009833441715406212,0.0001527131617444231,0.01264685143545229,-2.175791273284712e-05,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.22222222223535937,0.012345679008752613,0.005486972493316997,0.0002194788432500229,-2.4085484416286044e-07,-2.4386538135302124e-05,-6.394065561362637e-13,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.780444444451714,0.5478787160426897,0.030712620070866323,0.015285701646482524,0.0003232002545300606,0.009458910932162442,7.234018568900996e-05,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.5205701328190375,2.213905056981011,1.4839353663778376,1.489418181740238,2.214278851072851,2.2075000200504045,0.0018845862724592433,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.6086878784274115,11.572847212261435,7.607887379377403,0.9669210204770528,-2.0356091677429338,-2.9395718290608817,1.6534503176248754,2.0
0,0.1839553390199528,0.008406229380700613,2.2082403829295917e-05,1.6979947484617698e-06,6.129816967807964e-12,5.647671103537437e-08,-8.398376766589782e-12,5.0
0,3.7758540750562073,13.945252044566255,3.8120499377720654,2.8592647354548104,9.41990317310435,9.466726438926026,0.6119214339072081,4.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,4.015571928765013,0.18465176634533928,6.301639032195535,4.474541522979537,21.653777568060836,1.8504211706016087,9.780576540009173,2.0
0,0.24999999999022293,0.034722222219809536,5.80610653368087e-17,5.70563188252426e-17,3.28395381211165e-33,6.6034551388168e-18,-7.331556555653702e-36,2.0
0,0.2499999999974989,0.034722222221628525,1.0233665539498326e-18,9.137535422579807e-19,8.828269810755487e-37,1.2307208466942372e-19,-3.712292237529387e-38,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.6354166666663446,0.34125434027823054,0.06506347655540258,0.0446641710086238,0.0023995610300681794,0.02403103864305413,0.00019815232812420678,1.0
0,0.3706382473553357,0.1050997313267479,0.002697709213737004,0.00025085640146438104,-1.8545341968902837e-07,-7.616147356672031e-05,9.051743812589814e-08,2.0
0,0.7269373098489722,0.4539559760042169,0.07762286858288332,0.010642747748751192,-8.596928009775028e-05,-0.004202130097934423,0.0002935683530500364,3.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2.131261241319008,0.5995428350266265,0.03059706034592878,0.006600906761400977,-2.3881026160947646e-05,0.004958889483976572,9.071854917965186e-05,4.0
0,3.5615060219018098,9.069204455199886,30.639232931458473,8.36678522214167,59.423800220113876,4.601352323575444,-120.05930641206803,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1666666662786156,5.421010862427522e-20,1.7245010893460547e-12,2.325657258461268e-12,3.814304132380314e-24,-4.71755434732829e-22,2.6726643078079387e-24,0.0
1,0.1666666662786156,5.421010862427522e-20,2.8336399117987257e-12,2.6324517788051463e-12,5.9453860624620056e-24,-4.0032426909168365e-22,4.042857145687515e-24,0.0
1,0.2057613174741467,0.012616640339556002,0.0015759548860068376,0.00027764204307718525,1.7043448995193692e-07,2.8177797967462135e-05,-6.841618803467246e-08,1.0
1,0.20576131752588683,0.012616640283344487,0.0015758824906249727,0.000277657088937145,1.7044994402383956e-07,2.8179735988629967e-05,6.840643829221256e-08,1.0
1,0.2577777779102326,0.037945678965044624,0.0008959800530732385,0.00021666708252827938,8.031546562696355e-08,2.5278296282455666e-05,-5.160190937965777e-08,1.0
1,0.2083333331393078,0.01562499997089617,2.3720310654909437e-13,3.9271716304259413e-13,1.1581472738776237e-25,3.4347036901375e-14,3.08828105926795e-26,0.0
1,0.2147705366943351,0.008539975675743206,0.004561613805747468,0.0003149531001113632,3.56698603138427e-07,1.783662125262013e-05,-1.2361093222670315e-07,2.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.17497222216799857,0.0017195378122930138,0.0008384535075485112,3.244704996649539e-05,3.732710308495338e-09,6.167527783313537e-07,3.83522611721516e-09,2.0
1,0.20576131747414667,0.012616640566105435,0.0015759626202829394,0.0002777061671929594,1.7048925851995808e-07,2.8183284129001662e-05,6.845176275058911e-08,1.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.18592463997710082,0.004105651772009951,0.0013285486764600992,1.6745327808510178e-05,-2.4976364059733046e-09,-1.0729629092634429e-06,-4.2236187419279865e-14,1.0
1,0.20040934485186757,0.007432368550242482,0.002904609921302023,7.189535727560267e-05,-3.2854523856452684e-08,-6.198184001404779e-06,-4.904836048493183e-14,1.0
1,0.8709163237335505,0.7154537418103303,0.003941924750564531,0.000972193520414947,1.0609521825516675e-06,9.394246037789804e-05,1.5800414575508916e-06,2.0
1,0.39834045148009023,0.10831993477600246,0.022616992147621286,0.010423918974380443,0.00015800246907412822,0.003378049645003554,-2.5538200735208473e-05,2.0
1,0.2294973879562719,0.025153440886142558,0.00036603098464319927,5.550523399725509e-05,5.706169178153056e-09,5.268943768725074e-06,5.480123506941434e-09,1.0
1,0.22222222317941487,0.012345678782389489,0.005487930175500472,0.00021936119928217486,-2.4068221748686485e-07,-2.4373466356042574e-05,-2.3739668620101584e-11,1.0
1,0.5952380952064176,0.32653061222317614,2.18165026746797e-15,5.004535218157834e-15,1.644482473355765e-29,2.3589150583262223e-15,1.7368839057379675e-30,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.4721298489733884,0.000416236962048463,0.005607095747170277,0.0045712548393429045,2.0173717209035693e-05,-5.9328742139677564e-05,-1.1341327127450245e-05,3.0
1,0.1811629414216292,0.0009186210285154299,0.0018204678714186086,3.6690269427349195e-05,7.534456703251731e-09,6.119967961018101e-07,-5.757404093440655e-09,3.0
1,0.16666666633682325,8.470329472543003e-20,2.1065204439522944e-12,2.3705833515058465e-12,5.271870848371125e-24,-6.217445782541338e-22,5.198090962271093e-25,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.20040934483253214,0.007432368548019908,0.0029046098342609917,7.189546421011814e-05,-3.285459666411036e-08,-6.198193219429244e-06,6.098649703379023e-14,1.0
1,0.2750113095385315,0.02674733017488153,0.006163966725720108,0.0007768445678755572,-5.974284934830148e-07,-0.00010281106482380156,1.591491517786544e-06,3.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.22222222201526165,0.012345678989350059,0.005487602677993525,0.00021950548075386894,-2.4091243235005546e-07,-2.4389493482643627e-05,-2.131044837191121e-10,1.0
1,0.40268251794263904,0.1341482200171166,0.00048702442299948436,0.00013319720332720652,2.7374197725845923e-08,2.2020491041749223e-05,2.0038693627895875e-08,1.0
1,0.18448331719264388,0.004072482181600227,0.0014951143613790192,1.740005551508319e-05,-2.80648779197748e-09,-1.110401987118617e-06,2.6854416211698505e-14,1.0
1,3.5585937499126885,11.887764824508116,12.135170558557789,10.624236853191691,120.63023421093192,36.60034850177516,0.9471873435633569,2.0
1,0.2777777777777778,0.04938271604938271,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2057613172671861,0.012616640436648613,0.001575895259255523,0.00027766139362133313,1.7044189229358812e-07,2.8178745594133664e-05,-6.843995804148499e-08,1.0
1,0.2057613172671861,0.012616640503080402,0.0015759234518161044,0.0002776719394718122,1.7045157175904335e-07,2.817942912315735e-05,6.84483433983187e-08,1.0
1,1.1571510582829936,1.279902296429138,0.02355184924996799,0.009899613219037269,0.00014514250915841642,0.008230112352301103,-4.222924906172189e-05,12.0
1,0.2083333331393078,0.01562499997089617,1.2147111794072812e-13,3.640558788133887e-13,7.294061885455082e-26,3.776333507380557e-14,2.3253810565510034e-26,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
