Digit,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Euler
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.1666666665887533,5.976379925695625e-21,5.607842059313531e-14,5.71009396012859e-14,3.231190271321009e-27,-4.414262740769634e-24,3.370001288871834e-30,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.1666666665887533,5.976379925695625e-21,5.720957058911762e-14,5.702650048307046e-14,3.257236671836796e-27,-4.396645651410805e-24,2.320576401662479e-30,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.2551440329601367,0.023184135220710507,0.005720562515702145,0.0006489771835355089,-4.511541400701701e-07,-2.5957744980165436e-05,1.1662181767102016e-06,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.571933064461022,0.2701760171526405,0.04509345847631795,0.03339281544552471,0.0012954255832228717,0.01731799269414489,3.094287218169491e-05,2.0
0,0.2281133668448118,0.0002154416824810145,1.87043154254188e-05,0.00011120779127463572,-3.868946155307662e-09,-1.1727492680628007e-06,-3.2796015783544037e-09,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.22222222206701758,0.012345678977848742,0.005486970344981812,0.00021947886455050497,-2.408548310963818e-07,-2.43865404209994e-05,2.1710152429521206e-11,2.0
0,0.24999999984477483,0.03472222219675716,2.274460044401049e-13,2.273983555605905e-13,5.17154294662381e-26,1.839268509715038e-14,8.709291411373878e-32,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.20576131706416667,0.012616640379884832,0.001575863356444556,0.00027766424882257295,1.7044244055282685e-07,2.817896036101274e-05,-6.844120617305034e-08,1.0
0,0.22222222223516042,0.012345679012390592,0.005486956677249395,0.00021947634830547433,-2.4085039010868685e-07,-2.4386260921450475e-05,4.1689301938001325e-12,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.22222222206700337,0.012345678977851899,0.00548696806843239,0.00021947871277597082,-2.408545312966216e-07,-2.4386523557179185e-05,-2.1706330466666075e-11,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.26028806598542864,0.029455409874277184,0.005014072214891668,0.0004486758785290408,2.3604320288959544e-07,2.7417047527233405e-05,-6.302138166269477e-07,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.16140479895865323,0.0002830112520610015,4.4608677637873566e-05,2.7044019090525938e-08,5.415316000200121e-15,2.6066124464006504e-10,-2.920630798445479e-14,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.17278647540198705,0.0030386393278091337,5.8867960425589085e-05,1.4379381042426364e-06,9.292722841442955e-12,3.219133160605178e-08,-9.416479840823021e-12,7.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.16991073551068506,0.0030545303447924257,0.0001314320271946957,3.3073557555926397e-06,3.8471035646905083e-11,9.397584720090864e-08,-5.722680662498633e-11,7.0
0,0.22222222258460533,0.012345679011986372,0.005486977527471772,0.00021947966748434337,-2.408563114088732e-07,-2.4386629719662845e-05,2.2891170796915885e-12,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.1829374568896206,0.007981556499933873,1.9721643541456523e-05,1.645939374601378e-06,8.369741419062626e-12,1.2788600784769658e-07,-4.229308866506453e-12,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.752808903418245,715.6759728841115,2832.8716664533476,2832.5281115203925,8023702.052303149,75776.07067873763,-0.17526499657105887,9.0
0,0.1701174656473809,0.0032486363367383335,8.331092391962311e-05,2.2785676813236776e-06,2.9940874327909177e-11,1.2106596692145672e-07,-9.440056580953863e-12,6.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.22222222248092294,0.012345678885869774,0.005487101539275938,0.00021947293538712297,-2.40847951455878e-07,-2.4385881581635815e-05,4.633154462835017e-12,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.16302955902282895,0.0011867903064165502,9.539687598803524e-06,9.542926752693491e-08,7.56537478760665e-14,2.7175100381444286e-09,-5.0665334090791915e-14,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.17435794315492922,0.004798533083505758,1.708993477590278e-05,2.3565910480753147e-07,3.915214257180397e-13,1.1099454983974066e-08,-2.65279894209433e-13,6.0
0,0.1741006720069434,0.004297437706981109,0.00011074537478590692,1.963634829651201e-06,-1.482480152037166e-11,-1.0754402841639057e-07,2.4874371439026217e-11,5.0
0,0.16321694425866828,0.001199539128795156,2.421390510543504e-05,3.7468688752734155e-07,8.255545256053966e-13,8.56685394957988e-09,-7.695251963219883e-13,6.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.1841467220669632,0.008525178448455168,7.815430822969587e-07,4.816697835450843e-08,9.33159576514842e-15,4.418169867062691e-09,-5.088181643256395e-16,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.758942565157152,517.629957063547,523.1751501051983,523.0835715598852,273640.3733335005,11900.657577980353,-6.206622196623357,4.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.22222222236450762,0.012345679041090202,0.0054869487670224735,0.00021947841059860771,-2.408536111874134e-07,-2.438649009316478e-05,-4.999591957712258e-12,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.16391514412960426,0.0005907778788007405,0.00013692940577483926,3.4800956407237945e-06,7.442209497146717e-11,4.898877360599044e-08,1.5251450912896547e-11,6.0
0,0.16931718788585948,0.0029226946875399113,0.00011779893644487199,4.142168438492892e-06,9.147737188284151e-11,2.22992073133513e-07,-1.949885882368864e-12,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.947291123563255,0.13524219589409797,0.0545849929148198,0.07081285450060168,0.0026969317448627345,0.02471342702778389,0.0034798058689901983,5.0
0,0.16426791399295412,0.0015096157997287472,4.250926280672918e-05,5.783350452100695e-07,4.061987332082696e-13,4.979181234334085e-10,-2.8386348087313215e-12,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.722449443395683,0.1837128494956509,0.02300371691467158,0.0071734400094343315,-6.885683110051148e-05,0.0026171311002551167,6.12385405572363e-05,4.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.17357668105224217,0.00474383565004317,7.859877027722758e-06,3.789129330084721e-07,5.346307788385076e-13,1.926438351452347e-08,-3.76518695339285e-13,6.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.17429810762694925,0.0047716973035089654,2.9825107127191053e-05,1.2737940180210993e-06,-6.68876600571383e-12,-8.182425089255725e-08,4.11130415034189e-12,5.0
0,0.29845177395917827,0.003438714154508269,0.0012873893727690714,0.0064547714872018915,1.588099593542216e-05,-0.0002500992750388532,9.696095802045808e-06,4.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.16277605505684356,0.0006006583430255621,0.00013942866529910306,5.668427534554241e-07,-4.346462079749556e-12,-9.112612616863342e-09,-2.550054729193815e-12,7.0
0,0.1654089402210141,0.001860434565138006,2.2332882447557114e-05,5.327898474606181e-07,1.4171891438312594e-13,2.8825783685358053e-09,-1.8323618251056407e-12,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.806246069588653,1.4571782589834406,1.262760651902774,0.4800357209170456,0.3728518518553213,0.4857099882216816,0.02576631211850494,5.0
0,0.18379598376231332,0.007607067222414176,0.00011425222221885802,9.49450201171545e-06,4.9444786216089415e-11,-1.378961282486575e-07,3.087753826637985e-10,4.0
0,0.1943345757561718,0.012161381418301484,2.2760625600816165e-05,1.291150495438631e-06,-6.484413439263608e-12,-1.397426272472674e-07,2.634997520346709e-12,6.0
0,3.1872051858087334,0.5470458137764408,0.325098679781447,0.15121399782168016,-0.01937046993523603,0.07621915539779464,-0.02736511083953294,4.0
0,0.1967278536566977,0.012850243608523246,5.877723000808391e-05,3.7815487701165066e-06,-5.094549063860501e-11,-4.2197827325538785e-07,2.4145969275841203e-11,6.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.2419608827559402,0.013222593063658748,0.0001854466471903305,0.0006591305247672179,-2.3044396760583286e-07,-6.945155390722202e-05,-5.607603037695238e-10,4.0
0,0.16697110514573582,0.0023013290469999356,6.617672295668604e-05,1.4644384133803904e-06,1.401687580564131e-11,6.889255002659001e-08,-3.3707786532575495e-12,6.0
0,0.34220547423288344,0.02817088274799375,0.0012774511854537574,0.009730435885993313,3.364853573401845e-05,0.00046660614559991174,6.6843458401877634e-06,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.16869814919781081,0.0030572301183962847,1.2993981166747795e-05,2.7507032208834865e-07,-1.5042523860319895e-13,-6.36243610373331e-09,4.978090124419995e-13,4.0
0,0.16927426620690278,0.002860595765720242,0.00012893611667312452,3.3729872124904104e-06,4.0818892990307636e-11,9.660219215561204e-08,-5.728605775604587e-11,6.0
0,0.3518518518475402,0.0891632373081916,2.2311844750114133e-16,1.547484577260253e-16,2.3101572160411955e-32,1.2566534844019339e-17,1.7121449011362818e-32,2.0
0,0.17630238663367367,0.005507934695633143,5.006016616033325e-05,1.8025379216719965e-06,-1.5097260167061972e-11,-1.2161396139712418e-07,-8.078383541036936e-12,6.0
0,0.16882205906761566,0.0030685692678309073,2.5476841218917375e-05,9.334649750439333e-07,4.416871229247542e-12,5.0024616176761545e-08,-1.1016487256044943e-12,5.0
0,3.1385319274843124,0.45468133397163635,1.2354518352037105,0.24576754560411376,-0.11114883072807624,-0.0495781372549382,0.07736886324065387,7.0
0,0.18092177095775902,0.007360265888732449,8.603902982492638e-06,3.940282627694816e-07,-1.3821550304160361e-13,-1.245279908136152e-08,7.122149321459931e-13,5.0
0,3.9793145096480558,1.2843345569383218,7.851911226185197,3.864949422089045,-4.976489671823025,3.82217155277645,-20.70160818511713,5.0
0,3.4806418169165343,10.714530191779133,9.968912529300386,2.4192829161713147,7.003143664062358,1.0218051893939246,9.597641116084976,1.0
0,0.16309758027642324,0.0011633257726848564,8.051497125423266e-06,1.2463130070344162e-07,7.634638149069421e-14,1.9225296858183787e-09,9.878293448689134e-14,5.0
0,0.1723802044464933,0.004172538283266159,6.109667256277462e-05,1.8103211873458187e-06,-3.0448552871015935e-12,-3.951422695154703e-08,-1.8793860704915462e-11,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.16635423581194336,0.0020257677604347936,6.253591155652671e-05,9.87514269274133e-07,-5.640511636602805e-12,-3.059849528448958e-08,-5.32984478902932e-12,6.0
0,1.5446315683000318,2.2197955314544036,0.2962212388495651,0.036756316953902995,-0.0027187460404510715,-0.04628943712109501,-0.002705254611633734,3.0
0,0.2222222222480923,0.012345679002285096,0.0054869738436819655,0.00021947850487291854,-2.4085431680179554e-07,-2.438650053149757e-05,-9.993154789804283e-14,1.0
0,3.9476003181679786,0.8210569149735069,6.225780353405166,1.031038795535707,2.4172831191603157,-0.8600346285412652,0.990164073722603,3.0
0,3.7267133566498747,0.6619697082684552,0.6611181516087371,1.5807079804796618,-0.38265377574656884,0.5741197873669469,1.5699488218522515,4.0
0,0.5150680357295913,0.22818077418294666,0.027689659127227678,0.02073355344560074,0.0004966395596689616,0.009881700574150233,-1.2064570696405686e-05,2.0
0,0.20576131688560256,0.012616640415356374,0.001575869491005865,0.0002776629369504857,1.7044250703129604e-07,2.817894115936456e-05,-6.843850675834614e-08,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.7143775720178382,7.209664209621535,0.2171050690447454,0.09874499869140987,0.013857411944923553,0.19916845736135136,-0.00412375359408553,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.8864433064427484,0.05436948250222268,0.4245450465087255,0.057339172394198154,-0.00647723750282183,-0.00891555184835209,0.006170902871740582,3.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.1905190309598887,0.002932368868099049,0.00047738284877160047,0.0001367971792174979,-3.493241509637243e-08,-5.951754650813971e-06,-1.3425502480683965e-09,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.2735874880153493,0.015029217470288342,0.0011039013555379092,0.0026682239558330203,2.152936270331114e-06,3.9675834868151054e-05,4.041633500722419e-06,4.0
0,3.431992255484786,7.684805357328331,16.70784861418673,4.848436417928191,14.892543867442775,0.33447006713854166,-41.017916930281345,2.0
0,3.829774736873974,0.5837123804206852,3.9145773329049263,1.5428307777085344,-2.8877871823627768,0.697028618824497,2.4569780810024993,4.0
0,0.24999999999636202,0.034722222223636995,2.9746486853480744e-17,8.700576850408364e-18,8.484032246965871e-35,-1.5955332428862958e-18,-1.113290938174494e-34,2.0
